group,math_scores,physics_scores,russian_scores,attendance,age,gender,exam_results
A,3.0,4.2,3.9,16,старшие,мужской,сдал
A,3.2,3.8,4.2,14,средние,женский,не сдал
A,4.3,4.5,3.2,12,младшие,мужской,не сдал
A,4.7,3.7,4.1,5,младшие,мужской,сдал
A,3.8,4.2,4.5,5,старшие,мужской,сдал
A,4.5,3.7,4.5,5,старшие,мужской,сдал
A,3.9,4.1,4.6,10,младшие,женский,сдал
A,3.9,4.5,4.5,1,старшие,мужской,сдал
A,3.8,3.7,4.5,11,младшие,женский,сдал
A,4.1,4.5,4.1,8,младшие,женский,сдал
A,4.5,4.4,4.4,9,младшие,женский,сдал
A,4.2,3.7,4.3,11,старшие,женский,не сдал
A,4.0,3.8,4.1,0,средние,женский,не сдал
A,3.9,4.2,4.4,17,средние,женский,сдал
A,3.6,4.0,4.3,8,средние,женский,не сдал
A,3.8,4.2,4.4,5,младшие,мужской,сдал
A,3.5,4.3,4.3,1,средние,мужской,не сдал
A,3.3,4.1,3.3,7,старшие,мужской,сдал
A,3.9,3.9,4.0,4,средние,мужской,сдал
A,3.1,3.9,4.0,13,средние,мужской,сдал
A,3.7,3.9,4.4,7,средние,женский,сдал
A,3.6,4.0,3.7,21,старшие,мужской,сдал
A,4.2,3.9,4.5,4,старшие,мужской,сдал
A,3.2,4.0,4.0,6,старшие,женский,сдал
A,4.1,4.2,4.4,12,старшие,женский,сдал
A,4.6,3.7,4.2,23,средние,мужской,не сдал
A,4.4,4.2,4.0,18,средние,мужской,не сдал
A,4.5,4.3,4.0,18,младшие,женский,сдал
A,3.5,4.1,4.1,14,старшие,женский,сдал
A,3.3,3.6,4.5,14,младшие,женский,сдал
A,3.4,4.4,4.0,2,младшие,женский,сдал
A,3.6,3.8,4.1,11,средние,мужской,сдал
A,2.9,4.2,4.4,17,средние,женский,сдал
A,4.5,3.9,4.2,0,младшие,мужской,не сдал
A,3.7,3.8,4.2,15,старшие,женский,сдал
A,3.6,4.6,4.0,5,средние,женский,сдал
A,2.8,4.5,4.1,4,младшие,мужской,сдал
A,3.4,3.5,4.1,0,средние,мужской,не сдал
A,4.7,4.3,4.2,3,младшие,мужской,сдал
A,3.7,3.9,4.2,5,старшие,женский,сдал
A,3.9,3.9,4.3,1,младшие,женский,сдал
A,4.4,4.1,5.0,1,младшие,женский,сдал
A,3.6,3.5,4.2,1,младшие,женский,сдал
A,4.4,3.9,4.8,20,младшие,мужской,сдал
A,4.8,3.9,3.8,0,средние,мужской,сдал
A,4.3,3.7,3.9,1,младшие,женский,сдал
A,4.0,4.5,4.2,0,средние,женский,не сдал
A,3.6,3.6,4.8,9,старшие,мужской,не сдал
A,4.1,4.2,4.4,2,средние,женский,не сдал
A,3.7,3.8,4.5,19,средние,женский,не сдал
A,3.6,3.9,4.9,34,младшие,женский,не сдал
A,3.5,4.0,4.2,8,старшие,мужской,сдал
A,3.6,4.0,4.3,3,старшие,мужской,сдал
A,3.3,3.8,5.0,33,старшие,мужской,сдал
A,3.6,4.1,4.4,26,старшие,женский,сдал
A,3.9,4.2,4.2,5,старшие,женский,не сдал
A,4.0,4.0,4.3,1,старшие,мужской,сдал
A,4.1,4.4,4.2,10,средние,женский,сдал
A,3.7,4.1,4.3,39,старшие,мужской,не сдал
A,4.5,4.2,4.0,8,старшие,мужской,сдал
A,4.0,4.3,4.9,32,средние,женский,не сдал
A,4.3,3.8,4.4,1,младшие,женский,сдал
A,4.4,4.5,4.4,2,старшие,женский,сдал
A,3.1,4.3,4.1,15,старшие,женский,не сдал
A,4.0,4.1,4.3,5,старшие,женский,сдал
A,4.5,4.3,3.9,1,старшие,мужской,сдал
A,4.1,3.7,3.7,12,младшие,женский,не сдал
A,3.4,4.0,3.8,63,младшие,женский,сдал
A,3.7,3.5,4.6,15,средние,мужской,сдал
A,4.2,3.7,4.1,5,старшие,женский,сдал
A,4.4,3.9,3.7,8,старшие,женский,сдал
A,4.2,4.4,4.3,36,старшие,женский,не сдал
A,3.6,4.2,4.4,11,старшие,мужской,сдал
A,3.4,4.0,3.7,4,младшие,женский,сдал
A,3.6,3.8,4.5,6,средние,женский,сдал
A,4.0,3.8,4.4,0,старшие,мужской,сдал
A,3.9,4.2,4.1,10,старшие,женский,сдал
A,3.4,3.7,3.8,16,старшие,женский,сдал
A,3.4,3.6,4.4,5,старшие,мужской,сдал
A,4.2,4.1,4.6,5,старшие,женский,сдал
A,3.8,4.3,3.9,15,младшие,женский,сдал
A,4.4,4.4,4.4,9,старшие,мужской,сдал
A,4.1,3.6,4.4,4,младшие,мужской,не сдал
A,2.8,3.9,4.5,34,средние,мужской,сдал
A,3.1,3.7,4.3,2,средние,женский,не сдал
A,3.4,4.1,4.1,14,младшие,мужской,сдал
A,3.0,4.1,4.4,2,младшие,женский,не сдал
A,4.1,3.9,4.2,19,старшие,мужской,сдал
A,3.9,3.9,4.3,4,средние,женский,сдал
A,3.8,4.1,4.0,4,старшие,мужской,не сдал
A,3.3,3.9,3.5,18,младшие,мужской,сдал
A,4.6,4.5,4.4,6,средние,мужской,сдал
A,2.8,4.3,4.1,34,старшие,мужской,сдал
A,3.6,4.5,4.3,16,старшие,женский,сдал
A,3.6,4.2,4.6,17,старшие,мужской,сдал
A,3.1,3.6,4.6,3,младшие,мужской,сдал
A,3.6,4.3,4.0,6,младшие,женский,сдал
A,3.4,4.2,4.3,43,средние,женский,не сдал
A,3.4,4.0,3.9,6,старшие,мужской,сдал
A,3.7,4.3,4.0,26,старшие,женский,сдал
A,4.6,3.9,4.8,5,старшие,женский,сдал
A,4.3,4.0,3.5,3,младшие,женский,не сдал
A,3.8,3.9,4.2,8,старшие,мужской,сдал
A,3.2,3.7,4.1,16,старшие,мужской,сдал
A,3.8,4.1,4.2,5,младшие,женский,не сдал
A,3.9,3.8,4.5,13,старшие,женский,не сдал
A,3.9,3.7,4.4,35,старшие,женский,сдал
A,3.9,4.2,4.2,2,младшие,мужской,сдал
A,3.6,3.8,4.2,36,младшие,мужской,сдал
A,3.3,4.2,3.9,0,средние,женский,сдал
A,3.9,4.4,4.3,2,старшие,мужской,сдал
A,4.2,3.9,4.5,23,младшие,мужской,сдал
A,3.3,4.6,4.0,1,старшие,женский,сдал
A,3.9,3.4,3.8,1,младшие,мужской,сдал
A,3.9,4.2,4.3,10,средние,мужской,не сдал
A,4.0,3.9,4.2,2,младшие,женский,не сдал
A,3.5,3.7,4.4,6,средние,мужской,сдал
A,3.8,4.3,4.5,1,младшие,мужской,не сдал
A,3.7,4.0,4.6,1,старшие,женский,не сдал
A,3.0,4.3,4.3,3,младшие,мужской,сдал
A,4.0,3.5,4.9,1,старшие,женский,сдал
A,4.4,4.4,4.2,5,младшие,женский,сдал
A,3.2,3.9,4.8,22,младшие,женский,сдал
A,4.4,4.1,3.9,12,средние,мужской,сдал
A,3.7,4.2,3.9,4,младшие,женский,не сдал
A,3.9,3.8,4.4,9,младшие,мужской,сдал
A,3.9,4.0,4.1,24,старшие,мужской,сдал
A,3.5,3.9,4.3,6,средние,мужской,не сдал
A,3.5,3.9,3.8,1,средние,женский,сдал
A,4.0,4.4,4.4,37,младшие,женский,сдал
A,3.7,4.0,3.9,0,старшие,мужской,сдал
A,3.8,3.6,4.2,13,средние,мужской,сдал
A,3.3,3.4,4.5,30,старшие,женский,сдал
A,3.8,3.3,4.6,4,младшие,мужской,не сдал
A,4.4,4.4,4.4,9,младшие,мужской,сдал
A,3.5,3.7,3.9,0,младшие,женский,сдал
A,3.0,4.2,4.0,9,младшие,мужской,сдал
A,3.3,4.0,4.1,2,младшие,женский,сдал
A,4.1,4.2,4.0,18,средние,женский,сдал
A,4.1,4.1,4.5,27,младшие,мужской,не сдал
A,4.5,4.1,4.1,10,средние,женский,не сдал
A,4.2,3.8,4.0,2,средние,мужской,сдал
A,4.5,3.8,4.7,3,старшие,женский,не сдал
A,4.1,3.8,4.2,0,средние,мужской,сдал
A,3.4,4.4,4.0,11,старшие,женский,не сдал
A,4.1,3.9,4.8,8,средние,мужской,сдал
A,3.8,3.9,4.3,12,средние,женский,сдал
A,3.6,4.3,4.3,7,средние,мужской,сдал
A,3.6,3.9,4.2,8,младшие,мужской,сдал
A,3.0,3.8,4.1,5,младшие,мужской,сдал
A,3.6,3.9,4.2,44,средние,мужской,сдал
A,4.4,3.6,3.9,14,младшие,женский,сдал
A,3.8,4.2,4.3,11,старшие,женский,сдал
A,3.4,4.1,4.3,1,старшие,мужской,сдал
A,3.8,4.1,3.5,7,средние,мужской,сдал
A,3.9,4.2,4.6,25,старшие,мужской,сдал
A,4.4,4.0,4.3,27,средние,женский,не сдал
A,3.1,3.9,4.1,5,младшие,мужской,сдал
A,4.1,4.4,4.1,11,младшие,мужской,сдал
A,3.9,3.6,4.6,2,младшие,мужской,сдал
A,4.2,4.3,4.7,5,средние,мужской,сдал
A,3.7,4.4,4.3,1,средние,женский,сдал
A,4.6,3.9,3.6,34,младшие,мужской,сдал
A,5.0,4.1,4.6,3,старшие,мужской,сдал
A,3.8,4.3,4.4,13,младшие,мужской,сдал
A,4.4,3.6,4.0,4,старшие,мужской,сдал
A,4.5,3.9,3.6,1,старшие,женский,сдал
A,3.6,4.3,4.5,22,младшие,женский,сдал
A,4.1,3.5,4.2,1,средние,мужской,сдал
A,3.2,3.8,4.3,0,старшие,мужской,сдал
A,4.3,3.6,4.1,30,старшие,мужской,не сдал
A,4.1,3.8,3.9,21,средние,мужской,сдал
A,3.7,4.2,4.7,17,средние,мужской,сдал
A,3.8,3.9,3.7,14,младшие,мужской,сдал
A,3.6,4.1,4.1,10,средние,женский,сдал
A,4.3,4.2,4.4,8,младшие,мужской,не сдал
A,4.0,4.1,3.8,15,средние,мужской,сдал
A,4.2,3.8,3.8,4,средние,женский,сдал
A,4.0,3.8,4.2,21,младшие,женский,сдал
A,3.9,3.9,4.1,12,старшие,мужской,сдал
A,3.7,3.9,4.3,16,старшие,женский,сдал
A,4.3,4.1,4.3,2,средние,мужской,сдал
A,3.3,4.3,4.2,18,старшие,женский,сдал
A,4.2,4.1,4.5,2,старшие,мужской,сдал
A,3.7,3.8,4.8,1,старшие,женский,сдал
A,4.7,4.1,4.0,47,средние,мужской,сдал
A,4.5,4.0,4.1,3,младшие,женский,сдал
A,4.7,4.6,4.4,1,старшие,женский,не сдал
A,4.5,3.6,3.8,2,старшие,женский,сдал
A,3.9,4.1,4.1,13,средние,женский,сдал
A,3.7,4.4,4.3,10,старшие,женский,сдал
A,3.4,4.2,4.4,8,младшие,женский,не сдал
A,3.2,4.0,3.8,1,старшие,женский,сдал
A,3.9,3.8,4.0,0,средние,женский,не сдал
A,3.5,4.8,4.1,2,младшие,женский,сдал
A,3.1,4.0,4.1,9,младшие,женский,сдал
A,4.0,4.0,4.5,16,старшие,мужской,сдал
A,4.2,4.1,3.6,2,младшие,женский,сдал
A,4.3,4.4,4.1,13,старшие,мужской,сдал
A,3.7,4.1,4.1,10,старшие,женский,сдал
A,3.8,4.2,3.9,0,средние,женский,сдал
A,3.4,3.6,4.2,6,средние,женский,сдал
A,3.3,4.3,4.0,5,старшие,мужской,сдал
A,3.1,4.0,4.6,8,средние,мужской,сдал
A,2.8,3.5,4.1,4,младшие,женский,не сдал
A,4.2,3.4,3.9,12,средние,мужской,не сдал
A,3.3,3.6,4.1,0,старшие,женский,сдал
A,3.9,3.7,4.7,4,старшие,мужской,не сдал
A,3.2,4.6,3.9,11,средние,мужской,сдал
A,4.2,4.3,3.9,1,старшие,мужской,сдал
A,3.4,4.0,3.9,9,младшие,женский,сдал
A,3.7,3.5,3.9,3,старшие,мужской,сдал
A,4.0,3.7,4.3,13,старшие,мужской,сдал
A,3.7,4.2,4.3,9,средние,женский,сдал
A,3.1,4.1,3.9,15,младшие,женский,сдал
A,3.6,4.2,4.4,0,средние,женский,сдал
A,4.0,4.3,4.4,18,старшие,мужской,сдал
A,3.6,3.9,4.4,25,младшие,мужской,сдал
A,3.8,3.9,4.6,15,младшие,мужской,сдал
A,4.3,3.9,5.0,9,младшие,мужской,сдал
A,3.4,4.1,3.6,13,младшие,мужской,сдал
A,4.4,4.2,4.3,3,старшие,мужской,сдал
A,4.2,4.4,4.2,11,старшие,мужской,сдал
A,4.4,4.5,4.4,7,средние,женский,сдал
A,3.4,4.3,4.6,1,средние,женский,сдал
A,4.0,4.4,4.1,1,старшие,мужской,сдал
A,3.9,3.9,3.9,5,младшие,мужской,сдал
A,4.1,4.0,4.4,7,младшие,мужской,сдал
A,4.9,4.1,4.4,6,средние,мужской,сдал
A,3.8,3.9,4.0,4,средние,женский,сдал
A,2.6,3.3,3.9,47,старшие,мужской,сдал
A,3.2,4.4,4.5,29,средние,женский,сдал
A,3.8,3.7,4.2,4,старшие,мужской,сдал
A,3.1,3.9,4.0,0,старшие,женский,сдал
A,3.6,3.7,4.3,4,младшие,женский,сдал
A,3.7,4.3,4.2,6,старшие,женский,сдал
A,4.5,3.2,4.3,11,средние,женский,сдал
A,3.9,3.8,4.0,11,средние,женский,сдал
A,3.9,3.7,4.2,1,младшие,женский,сдал
A,4.1,4.3,4.1,17,старшие,мужской,сдал
A,3.6,3.9,4.5,14,младшие,женский,не сдал
A,4.2,4.0,4.1,3,средние,женский,не сдал
A,4.1,4.1,4.0,9,средние,мужской,сдал
A,4.5,3.4,4.4,15,средние,мужской,сдал
A,3.7,3.8,4.6,1,средние,мужской,сдал
A,4.3,4.3,4.2,13,средние,женский,не сдал
A,4.7,4.1,3.9,18,старшие,женский,не сдал
A,4.3,4.7,4.5,0,старшие,мужской,сдал
A,3.5,4.1,4.4,29,средние,женский,сдал
A,4.2,4.1,4.2,4,средние,женский,не сдал
A,4.5,3.8,4.2,4,средние,женский,сдал
A,3.8,4.2,4.2,0,младшие,мужской,сдал
A,3.6,4.5,4.4,14,младшие,женский,сдал
A,3.3,4.0,4.6,5,младшие,женский,не сдал
A,3.5,4.5,4.5,8,старшие,женский,сдал
A,4.2,4.3,4.1,0,старшие,женский,сдал
A,3.1,3.9,3.8,4,старшие,женский,не сдал
A,3.8,4.1,4.4,1,младшие,мужской,сдал
A,3.0,3.6,4.5,8,старшие,женский,сдал
A,3.4,4.7,3.8,47,младшие,мужской,сдал
A,3.6,4.3,3.9,28,старшие,мужской,сдал
A,3.8,4.0,3.8,10,старшие,женский,не сдал
A,4.1,3.8,4.9,1,средние,мужской,не сдал
A,4.1,4.3,3.5,2,старшие,мужской,сдал
A,3.8,4.1,3.8,16,младшие,мужской,сдал
A,4.0,3.9,4.8,6,младшие,женский,сдал
A,3.6,3.6,3.8,13,старшие,женский,не сдал
A,4.0,3.8,4.3,1,младшие,мужской,сдал
A,4.1,4.0,4.0,10,младшие,женский,сдал
A,3.8,3.5,3.8,11,младшие,женский,не сдал
A,3.5,4.1,4.1,3,младшие,женский,сдал
A,3.9,4.3,5.0,17,средние,женский,не сдал
A,4.2,4.0,3.9,21,младшие,мужской,сдал
A,3.2,3.9,4.0,3,старшие,женский,не сдал
A,4.1,4.2,3.7,16,средние,женский,сдал
A,4.3,3.9,4.3,6,старшие,мужской,сдал
A,3.3,4.2,4.5,3,старшие,мужской,сдал
A,3.9,4.5,4.1,7,младшие,женский,сдал
A,3.7,3.7,4.1,0,средние,женский,сдал
A,2.9,4.2,4.4,3,младшие,мужской,сдал
A,2.2,4.0,4.0,0,средние,мужской,сдал
A,4.4,3.8,3.9,5,младшие,мужской,сдал
A,4.4,4.3,4.1,1,младшие,женский,не сдал
A,3.0,4.3,3.9,7,средние,мужской,сдал
A,4.2,3.9,3.9,22,младшие,женский,сдал
A,2.6,3.8,3.9,3,старшие,мужской,сдал
A,4.2,3.6,4.3,8,старшие,женский,сдал
